time,x,y,p_value
33.4,395,647,0.04633556306362152
33.4,396,647,8.071428965195082e-07
33.4,397,647,0.07440736144781113
33.43333333333333,395,647,0.0007243004511110485
33.43333333333333,396,647,3.3040615221580083e-07
33.43333333333333,397,647,0.05901286005973816
33.46666666666667,514,262,0.00015822891145944595
33.46666666666667,516,263,8.444079867331311e-06
33.46666666666667,517,264,2.9690680394107494e-32
33.46666666666667,517,265,1.2506086022767704e-05
33.5,516,260,0.010155645199120045
33.56666666666667,518,259,0.18330423533916473
33.56666666666667,519,259,0.13119785487651825
33.56666666666667,520,259,5.571222185354874e-35
33.56666666666667,518,260,2.4592777592147286e-08
33.56666666666667,519,260,4.76837158203125e-06
33.56666666666667,520,260,1.088235194401932e-06
33.56666666666667,518,261,2.081515049212612e-06
33.63333333333333,522,259,0.00015249122225213796
33.63333333333333,522,260,1.1279089449089952e-05
33.63333333333333,522,261,0.03215627744793892
33.7,526,259,0.004820459522306919
33.7,525,260,1.4633264378005606e-08
33.7,526,260,1.4677753460075727e-36
33.7,528,260,5.010942913941108e-05
33.733333333333334,529,260,2.8970040943931963e-07
33.733333333333334,530,260,4.6408612774939684e-07
33.733333333333334,529,261,2.4834581058286176e-09
33.733333333333334,530,261,1.1098794316537382e-31
33.766666666666666,532,256,1.3753888108717086e-31
33.766666666666666,532,257,7.2509167559076104e-09
33.766666666666666,530,260,2.137979606686713e-07
33.766666666666666,531,260,2.03228944783973e-09
33.766666666666666,530,261,0.002074725227430463
33.766666666666666,531,261,1.367990014328763e-31
33.8,533,261,0.012316303327679634
33.833333333333336,534,260,0.00010829356324393302
33.833333333333336,535,260,4.937924131809268e-07
33.833333333333336,534,261,6.574176314444458e-09
33.833333333333336,535,261,2.0989409676985815e-06
33.86666666666667,536,259,0.028750251978635788
33.86666666666667,536,260,1.2531837967344472e-07
33.86666666666667,538,260,2.271149949692724e-14
33.86666666666667,536,261,1.617156598443007e-33
33.86666666666667,537,261,4.330498626359258e-08
33.86666666666667,538,261,6.759152784272507e-35
